2014	V	Nov	 278.485    
2014	V	Dic	 278.138    
2015	V	Ene	 279.551    
2015	V	Feb	 280.489    
2015	V	Mar	 285.965    
2015	V	Abr	 289.129    
2015	V	May	 290.934    
2015	V	Jun	 292.599    
2009	VI	Ene	 38.198    
2009	VI	Feb	 38.448    
2009	VI	Mar	 38.567    
2009	VI	Abr	 38.802    
2009	VI	May	 40.458    
2009	VI	Jun	 40.953    
2009	VI	Jul	 41.413    
2009	VI	Ago	 42.508    
2009	VI	Sep	 42.994    
2009	VI	Oct	 43.291    
2009	VI	Nov	 43.622    
2009	VI	Dic	 44.122    
2010	VI	Ene	 44.384    
2010	VI	Feb	 44.705    
2010	VI	Mar	 44.482    
2010	VI	Abr	 45.038    
2010	VI	May	 45.222    
2010	VI	Jun	 44.805    
2010	VI	Jul	 45.526    
2010	VI	Ago	 46.097    
2010	VI	Sep	 46.448    
2010	VI	Oct	 45.837    
2010	VI	Nov	 46.093    
2010	VI	Dic	 45.993    
2011	VI	Ene	 46.130    
2011	VI	Feb	 46.182    
2011	VI	Mar	 46.750    
2011	VI	Abr	 47.194    
2011	VI	May	 48.006    
2011	VI	Jun	 48.477    
2011	VI	Jul	 49.052    
2011	VI	Ago	 49.900    
2011	VI	Sep	 50.320    
2011	VI	Oct	 50.879    
2011	VI	Nov	 51.513    
2011	VI	Dic	 51.643    
2012	VI	Ene	 51.475    
2012	VI	Feb	 52.138    
2012	VI	Mar	 52.186    
2012	VI	Abr	 53.070    
2012	VI	May	 54.083    
2012	VI	Jun	 53.931    
2012	VI	Jul	 54.927    
2012	VI	Ago	 55.870    
2012	VI	Sep	 56.353    
2012	VI	Oct	 57.210    
2012	VI	Nov	 57.795    
2012	VI	Dic	 57.966    
2013	VI	Ene	 58.856    
2013	VI	Feb	 59.251    
2013	VI	Mar	 60.117    
2013	VI	Abr	 59.788    
2013	VI	May	 59.815    
2013	VI	Jun	 60.179    
2013	VI	Jul	 61.117    
2013	VI	Ago	 60.937    
2013	VI	Sep	 61.233    
2013	VI	Oct	 61.905    
2013	VI	Nov	 61.634    
2013	VI	Dic	 61.315    
2014	VI	Ene	 61.519    
2014	VI	Feb	 61.056    
2014	VI	Mar	 62.927    
2014	VI	Abr	 63.319    
2014	VI	May	 63.974    
2014	VI	Jun	 65.170    
2014	VI	Jul	 65.828    
2014	VI	Ago	 66.745    
2014	VI	Sep	 66.863    
2014	VI	Oct	 67.549    
2014	VI	Nov	 67.596    
2014	VI	Dic	 67.539    
2015	VI	Ene	 67.830    
2015	VI	Feb	 67.818    
2015	VI	Mar	 69.056    
2015	VI	Abr	 70.495    
2015	VI	May	 70.691    
2015	VI	Jun	 71.136    
2009	VII	Ene	 35.662    
2009	VII	Feb	 35.832    
2009	VII	Mar	 36.491    
2009	VII	Abr	 37.543    
2009	VII	May	 38.175    
2009	VII	Jun	 38.727    
2009	VII	Jul	 39.403    
2009	VII	Ago	 39.885    
2009	VII	Sep	 40.148    
2009	VII	Oct	 40.401    
2009	VII	Nov	 40.557    
2009	VII	Dic	 40.600    
2010	VII	Ene	 40.645    
2010	VII	Feb	 40.869    
2010	VII	Mar	 39.960    
2010	VII	Abr	 40.517    
2010	VII	May	 40.824    
2010	VII	Jun	 39.901    
2010	VII	Jul	 40.920    
2010	VII	Ago	 41.727    
2010	VII	Sep	 42.247    
2010	VII	Oct	 41.472    
2010	VII	Nov	 42.802    
2010	VII	Dic	 42.832    
2011	VII	Ene	 42.731    
2011	VII	Feb	 43.208    
2011	VII	Mar	 44.767    
2011	VII	Abr	 46.023    
2011	VII	May	 47.698    
2011	VII	Jun	 49.206    
2011	VII	Jul	 50.700    
2011	VII	Ago	 52.552    
2011	VII	Sep	 53.604    
2011	VII	Oct	 54.676    
2011	VII	Nov	 55.702    
2011	VII	Dic	 56.330    
2012	VII	Ene	 55.823    
2012	VII	Feb	 56.933    
2012	VII	Mar	 57.346    
2012	VII	Abr	 59.258    
2012	VII	May	 59.388    
2012	VII	Jun	 60.366    
2012	VII	Jul	 61.461    
2012	VII	Ago	 62.076    
2012	VII	Sep	 62.344    
2012	VII	Oct	 63.876    
2012	VII	Nov	 64.262    
2012	VII	Dic	 64.200    
2013	VII	Ene	 64.261    
2013	VII	Feb	 63.905    
2013	VII	Mar	 67.413    
2013	VII	Abr	 67.649    
2013	VII	May	 67.371    
2013	VII	Jun	 68.487    
2013	VII	Jul	 68.912    
2013	VII	Ago	 68.708    
2013	VII	Sep	 68.965    
2013	VII	Oct	 70.020    
2013	VII	Nov	 69.880    
2013	VII	Dic	 69.089    
2014	VII	Ene	 69.059    
2014	VII	Feb	 68.478    
2014	VII	Mar	 70.391    
2014	VII	Abr	 71.028    
2014	VII	May	 71.671    
2014	VII	Jun	 72.711    
2014	VII	Jul	 73.395    
2014	VII	Ago	 74.170    
2014	VII	Sep	 74.548    
2014	VII	Oct	 75.412    
2014	VII	Nov	 75.515    
2014	VII	Dic	 75.527    
2015	VII	Ene	 75.727    
2015	VII	Feb	 75.502    
2015	VII	Mar	 77.372    
2015	VII	Abr	 79.230    
2015	VII	May	 79.950    
2015	VII	Jun	 80.489    
2009	VIII	Ene	 122.207    
2009	VIII	Feb	 122.812    
2009	VIII	Mar	 125.707    
2009	VIII	Abr	 130.516    
2009	VIII	May	 131.873    
2009	VIII	Jun	 134.731    
2009	VIII	Jul	 136.556    
2009	VIII	Ago	 139.645    
2009	VIII	Sep	 142.974    
2009	VIII	Oct	 144.926    
2009	VIII	Nov	 146.177    
2009	VIII	Dic	 146.284    
2010	VIII	Ene	 147.030    
2010	VIII	Feb	 147.476    
2010	VIII	Mar	 151.891    
2010	VIII	Abr	 153.699    
2010	VIII	May	 157.165    
2010	VIII	Jun	 155.279    
2010	VIII	Jul	 158.971    
2010	VIII	Ago	 161.817    
2010	VIII	Sep	 164.163    
2010	VIII	Oct	 164.789    
2010	VIII	Nov	 167.288    
2010	VIII	Dic	 166.876    
2011	VIII	Ene	 167.495    
2011	VIII	Feb	 168.444    
2011	VIII	Mar	 172.561    
2011	VIII	Abr	 175.563    
2011	VIII	May	 179.163    
2011	VIII	Jun	 181.833    
2011	VIII	Jul	 184.287    
2011	VIII	Ago	 187.210    
2011	VIII	Sep	 189.150    
2011	VIII	Oct	 189.731    
2011	VIII	Nov	 192.462    
2011	VIII	Dic	 193.755    
2012	VIII	Ene	 192.939    
2012	VIII	Feb	 193.935    
2012	VIII	Mar	 194.048    
2012	VIII	Abr	 197.689    
2012	VIII	May	 199.602    
2012	VIII	Jun	 200.104    
2012	VIII	Jul	 203.699    
2012	VIII	Ago	 205.963    
2012	VIII	Sep	 206.496    
2012	VIII	Oct	 207.909    
2012	VIII	Nov	 208.671    
2012	VIII	Dic	 208.891    
2013	VIII	Ene	 209.615    
2013	VIII	Feb	 211.161    
2013	VIII	Mar	 215.936    
2013	VIII	Abr	 216.370    
2013	VIII	May	 218.471    
2013	VIII	Jun	 220.855    
2013	VIII	Jul	 223.292    
2013	VIII	Ago	 223.885    
2013	VIII	Sep	 224.596    
2013	VIII	Oct	 226.910    
2013	VIII	Nov	 226.432    
2013	VIII	Dic	 225.809    
2014	VIII	Ene	 225.997    
2014	VIII	Feb	 225.089    
2014	VIII	Mar	 231.777    
2014	VIII	Abr	 234.940    
2014	VIII	May	 237.148    
2014	VIII	Jun	 241.172    
2014	VIII	Jul	 243.532    
2014	VIII	Ago	 246.215    
2014	VIII	Sep	 248.143    
2014	VIII	Oct	 250.738    
2014	VIII	Nov	 251.786    
2014	VIII	Dic	 252.142    
2015	VIII	Ene	 253.179    
2015	VIII	Feb	 253.637    
2015	VIII	Mar	 259.810    
2015	VIII	Abr	 264.817    
2015	VIII	May	 267.163    
2015	VIII	Jun	 269.739    
2009	IX	Ene	 41.063    
2009	IX	Feb	 41.405    
2009	IX	Mar	 42.474    
2009	IX	Abr	 44.053    
2009	IX	May	 45.138    
2009	IX	Jun	 46.181    
2009	IX	Jul	 46.967    
2009	IX	Ago	 47.520    
2009	IX	Sep	 48.182    
2009	IX	Oct	 48.897    
2009	IX	Nov	 49.491    
2009	IX	Dic	 49.616    
2010	IX	Ene	 49.738    
2010	IX	Feb	 49.679    
2010	IX	Mar	 50.341    
2010	IX	Abr	 51.138    
2010	IX	May	 51.534    
2010	IX	Jun	 51.736    
2010	IX	Jul	 52.181    
2010	IX	Ago	 52.396    
2010	IX	Sep	 52.732    
2010	IX	Oct	 53.618    
2010	IX	Nov	 53.580    
2010	IX	Dic	 54.600    
2011	IX	Ene	 54.435    
2011	IX	Feb	 54.456    
2011	IX	Mar	 55.444    
2011	IX	Abr	 56.310    
2011	IX	May	 57.416    
2011	IX	Jun	 58.452    
2011	IX	Jul	 59.501    
2011	IX	Ago	 60.449    
2011	IX	Sep	 61.135    
2011	IX	Oct	 61.664    
2011	IX	Nov	 62.183    
2011	IX	Dic	 62.233    
2012	IX	Ene	 61.613    
2012	IX	Feb	 62.714    
2012	IX	Mar	 63.349    
2012	IX	Abr	 64.137    
2012	IX	May	 64.821    
2012	IX	Jun	 65.348    
2012	IX	Jul	 66.175    
2012	IX	Ago	 66.578    
2012	IX	Sep	 66.781    
2012	IX	Oct	 67.171    
2012	IX	Nov	 67.362    
2012	IX	Dic	 67.197    
2013	IX	Ene	 67.431    
2013	IX	Feb	 67.634    
2013	IX	Mar	 70.438    
2013	IX	Abr	 70.055    
2013	IX	May	 70.724    
2013	IX	Jun	 71.138    
2013	IX	Jul	 71.566    
2013	IX	Ago	 71.988    
2013	IX	Sep	 72.390    
2013	IX	Oct	 73.232    
2013	IX	Nov	 72.953    
